FID IID Pop
Y030 NA18917 YRI
Y079 NA19115 YRI
Y079 NA19114 YRI
Y110 NA19215 YRI
Y039 NA19184 YRI
Y052 NA19183 YRI
Y044 NA19176 YRI
Y007 NA18867 YRI
Y038 NA19180 YRI
Y075 NA19148 YRI
Y006 NA19109 YRI
Y116 NA19236 YRI
Y019 NA18874 YRI
Y038 NA19179 YRI
Y039 NA19186 YRI
Y052 NA19182 YRI
Y057 NA19226 YRI
Y057 NA19225 YRI
Y092 NA19258 YRI
Y111 NA19189 YRI
Y003 NA18498 YRI
Y100 NA19118 YRI
Y035 NA19199 YRI
Y006 NA19107 YRI
Y019 NA18875 YRI
Y010 NA18510 YRI
Y010 NA18511 YRI
Y033 NA18923 YRI
Y073 NA19150 YRI
Y027 NA18910 YRI
Y019 NA18873 YRI
Y005 NA18505 YRI
Y045 NA19202 YRI
Y117 NA19240 YRI
Y117 NA19239 YRI
Y004 NA18501 YRI
Y043 NA19137 YRI
Y072 NA19153 YRI
Y023 NA18857 YRI
Y058 NA19223 YRI
Y004 NA18500 YRI
Y024 NA18861 YRI
Y045 NA19201 YRI
Y074 NA19144 YRI
Y112 NA19193 YRI
Y005 NA18503 YRI
Y005 NA18504 YRI
Y048 NA19203 YRI
Y074 NA19143 YRI
Y017 NA18871 YRI
Y017 NA18870 YRI
Y045 NA19200 YRI
Y013 NA18517 YRI
Y058 NA19221 YRI
Y024 NA18863 YRI
Y023 NA18855 YRI
Y050 NA19209 YRI
Y056 NA19160 YRI
Y072 NA19152 YRI
Y042 NA19102 YRI
Y047 NA19172 YRI
Y018 NA18854 YRI
Y013 NA18515 YRI
Y117 NA19238 YRI
Y071 NA19142 YRI
Y028 NA18913 YRI
Y043 NA19139 YRI
Y028 NA18912 YRI
Y058 NA19222 YRI
Y009 NA18508 YRI
Y077 NA19129 YRI
Y112 NA19194 YRI
Y072 NA19154 YRI
Y043 NA19138 YRI
Y018 NA18852 YRI
Y060 NA19120 YRI
Y050 NA19210 YRI
Y048 NA19204 YRI
Y009 NA18507 YRI
Y056 NA19159 YRI
Y050 NA19211 YRI
Y013 NA18516 YRI
Y024 NA18862 YRI
Y042 NA19101 YRI
Y017 NA18872 YRI
Y112 NA19192 YRI
Y012 NA18858 YRI
Y071 NA19141 YRI
Y040 NA19093 YRI
Y101 NA19132 YRI
Y051 NA19206 YRI
Y009 NA18506 YRI
Y105 NA19098 YRI
Y101 NA19130 YRI
Y077 NA19128 YRI
Y101 NA19131 YRI
Y051 NA19208 YRI
Y060 NA19116 YRI
Y028 NA18914 YRI
Y077 NA19127 YRI
Y040 NA19094 YRI
Y056 NA19161 YRI
Y018 NA18853 YRI
Y047 NA19173 YRI
Y047 NA19171 YRI
Y071 NA19140 YRI
Y012 NA18859 YRI
Y060 NA19119 YRI
Y012 NA18860 YRI
Y051 NA19207 YRI
Y042 NA19103 YRI
Y105 NA19099 YRI
